RPT_DATE,RPT_YR,GEOGRAPHY,SVC_DESC,AMOUNT,AMOUNT_ANNOT,AMOUNT_TYPE
4/30/2021,12MO,Nevada,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
4/30/2021,12MO,Nevada,MEDICATION_SUPPORT_SVCS,,1,MINUTES
4/30/2021,12MO,Nevada,MENTAL_HEALTH_SVCS,33,,BENEFICIARIES
4/30/2021,12MO,Nevada,MENTAL_HEALTH_SVCS,66787.8,,MINUTES
4/30/2021,12MO,Nevada,MENTAL_HEALTH_SVCS,178070.39,,DOLLARS
4/30/2021,12MO,Nevada,THERAPEUTIC_BEHAVIORAL_SVCS,,1,BENEFICIARIES
4/30/2021,12MO,Nevada,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
4/30/2021,12MO,Nevada,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
4/30/2021,12MO,Orange,ALL,3023,,BENEFICIARIES
4/30/2021,12MO,Orange,ALL,13372407.71,,DOLLARS
4/30/2021,12MO,Orange,CASE_MANAGEMENT/BROKERAGE,303,,BENEFICIARIES
4/30/2021,12MO,Orange,CASE_MANAGEMENT/BROKERAGE,49943.7,,MINUTES
4/30/2021,12MO,Orange,CASE_MANAGEMENT/BROKERAGE,129174.38,,DOLLARS
4/30/2021,12MO,Orange,CRISIS_INTERVENTION,114,,BENEFICIARIES
4/30/2021,12MO,Orange,CRISIS_INTERVENTION,41690.25,,MINUTES
4/30/2021,12MO,Orange,CRISIS_INTERVENTION,209085.75,,DOLLARS
4/30/2021,12MO,Orange,CRISIS_RESIDENTIAL_TX_SVCS,,1,BENEFICIARIES
4/30/2021,12MO,Orange,CRISIS_RESIDENTIAL_TX_SVCS,,1,DAYS
4/30/2021,12MO,Orange,CRISIS_RESIDENTIAL_TX_SVCS,,1,DOLLARS
4/30/2021,12MO,Orange,CRISIS_STABILIZATION,,1,BENEFICIARIES
4/30/2021,12MO,Orange,CRISIS_STABILIZATION,,1,DOLLARS
4/30/2021,12MO,Orange,CRISIS_STABILIZATION,,1,HOURS
4/30/2021,12MO,Orange,ICC,2562,,BENEFICIARIES
4/30/2021,12MO,Orange,ICC,1595094.15,,MINUTES
4/30/2021,12MO,Orange,ICC,3324576.68,,DOLLARS
4/30/2021,12MO,Orange,IHBS,1721,,BENEFICIARIES
4/30/2021,12MO,Orange,IHBS,1934024.1,,MINUTES
4/30/2021,12MO,Orange,IHBS,4814315.25,,DOLLARS
4/30/2021,12MO,Orange,MEDICATION_SUPPORT_SVCS,338,,BENEFICIARIES
4/30/2021,12MO,Orange,MEDICATION_SUPPORT_SVCS,129846.6,,MINUTES
4/30/2021,12MO,Orange,MEDICATION_SUPPORT_SVCS,584077.92,,DOLLARS
4/30/2021,12MO,Orange,MENTAL_HEALTH_SVCS,858,,BENEFICIARIES
4/30/2021,12MO,Orange,MENTAL_HEALTH_SVCS,1359172.15,,MINUTES
4/30/2021,12MO,Orange,MENTAL_HEALTH_SVCS,3905208.84,,DOLLARS
4/30/2021,12MO,Orange,THERAPEUTIC_BEHAVIORAL_SVCS,75,,BENEFICIARIES
4/30/2021,12MO,Orange,THERAPEUTIC_BEHAVIORAL_SVCS,159501.15,,MINUTES
4/30/2021,12MO,Orange,THERAPEUTIC_BEHAVIORAL_SVCS,367743.44,,DOLLARS
4/30/2021,12MO,Placer,ALL,177,,BENEFICIARIES
4/30/2021,12MO,Placer,ALL,762321.84,,DOLLARS
4/30/2021,12MO,Placer,CASE_MANAGEMENT/BROKERAGE,23,,BENEFICIARIES
4/30/2021,12MO,Placer,CASE_MANAGEMENT/BROKERAGE,5924.4,,MINUTES
4/30/2021,12MO,Placer,CASE_MANAGEMENT/BROKERAGE,17104.04,,DOLLARS
4/30/2021,12MO,Placer,CRISIS_INTERVENTION,,1,BENEFICIARIES
4/30/2021,12MO,Placer,CRISIS_INTERVENTION,,1,DOLLARS
4/30/2021,12MO,Placer,CRISIS_INTERVENTION,,1,MINUTES
4/30/2021,12MO,Placer,ICC,162,,BENEFICIARIES
4/30/2021,12MO,Placer,ICC,134137.35,,MINUTES
4/30/2021,12MO,Placer,ICC,419741.69,,DOLLARS
4/30/2021,12MO,Placer,IHBS,103,,BENEFICIARIES
4/30/2021,12MO,Placer,IHBS,65161.2,,MINUTES
4/30/2021,12MO,Placer,IHBS,225133.43,,DOLLARS
4/30/2021,12MO,Placer,MEDICATION_SUPPORT_SVCS,,1,BENEFICIARIES
4/30/2021,12MO,Placer,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
4/30/2021,12MO,Placer,MEDICATION_SUPPORT_SVCS,,1,MINUTES
4/30/2021,12MO,Placer,MENTAL_HEALTH_SVCS,61,,BENEFICIARIES
4/30/2021,12MO,Placer,MENTAL_HEALTH_SVCS,15520.5,,MINUTES
4/30/2021,12MO,Placer,MENTAL_HEALTH_SVCS,55310.1,,DOLLARS
4/30/2021,12MO,Placer,THERAPEUTIC_BEHAVIORAL_SVCS,,1,BENEFICIARIES
4/30/2021,12MO,Placer,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
4/30/2021,12MO,Placer,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
4/30/2021,12MO,Plumas,ALL,,1,BENEFICIARIES
4/30/2021,12MO,Plumas,ALL,,1,DOLLARS
4/30/2021,12MO,Plumas,CASE_MANAGEMENT/BROKERAGE,,1,BENEFICIARIES
4/30/2021,12MO,Plumas,CASE_MANAGEMENT/BROKERAGE,,1,DOLLARS
4/30/2021,12MO,Plumas,CASE_MANAGEMENT/BROKERAGE,,1,MINUTES
4/30/2021,12MO,Plumas,CRISIS_INTERVENTION,,1,BENEFICIARIES
4/30/2021,12MO,Plumas,CRISIS_INTERVENTION,,1,DOLLARS
4/30/2021,12MO,Plumas,CRISIS_INTERVENTION,,1,MINUTES
4/30/2021,12MO,Plumas,MEDICATION_SUPPORT_SVCS,,1,BENEFICIARIES
4/30/2021,12MO,Plumas,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
4/30/2021,12MO,Plumas,MEDICATION_SUPPORT_SVCS,,1,MINUTES
4/30/2021,12MO,Plumas,MENTAL_HEALTH_SVCS,,1,BENEFICIARIES
4/30/2021,12MO,Plumas,MENTAL_HEALTH_SVCS,,1,DOLLARS
4/30/2021,12MO,Plumas,MENTAL_HEALTH_SVCS,,1,MINUTES
4/30/2021,12MO,Riverside,ALL,3432,,BENEFICIARIES
4/30/2021,12MO,Riverside,ALL,11985597.16,,DOLLARS
4/30/2021,12MO,Riverside,CASE_MANAGEMENT/BROKERAGE,317,,BENEFICIARIES
4/30/2021,12MO,Riverside,CASE_MANAGEMENT/BROKERAGE,48379.95,,MINUTES
4/30/2021,12MO,Riverside,CASE_MANAGEMENT/BROKERAGE,120699.83,,DOLLARS
4/30/2021,12MO,Riverside,CRISIS_INTERVENTION,38,,BENEFICIARIES
4/30/2021,12MO,Riverside,CRISIS_INTERVENTION,7289.85,,MINUTES
4/30/2021,12MO,Riverside,CRISIS_INTERVENTION,27025.98,,DOLLARS
4/30/2021,12MO,Riverside,CRISIS_STABILIZATION,,1,BENEFICIARIES
4/30/2021,12MO,Riverside,CRISIS_STABILIZATION,,1,DOLLARS
4/30/2021,12MO,Riverside,CRISIS_STABILIZATION,,1,HOURS
4/30/2021,12MO,Riverside,ICC,2968,,BENEFICIARIES
4/30/2021,12MO,Riverside,ICC,2138832.15,,MINUTES
4/30/2021,12MO,Riverside,ICC,4638558.23,,DOLLARS
4/30/2021,12MO,Riverside,IHBS,1141,,BENEFICIARIES
4/30/2021,12MO,Riverside,IHBS,1626950.55,,MINUTES
4/30/2021,12MO,Riverside,IHBS,3241601.86,,DOLLARS
4/30/2021,12MO,Riverside,MEDICATION_SUPPORT_SVCS,378,,BENEFICIARIES
4/30/2021,12MO,Riverside,MEDICATION_SUPPORT_SVCS,92610,,MINUTES
4/30/2021,12MO,Riverside,MEDICATION_SUPPORT_SVCS,507436.07,,DOLLARS
4/30/2021,12MO,Riverside,MENTAL_HEALTH_SVCS,950,,BENEFICIARIES
4/30/2021,12MO,Riverside,MENTAL_HEALTH_SVCS,1249110.75,,MINUTES
4/30/2021,12MO,Riverside,MENTAL_HEALTH_SVCS,2720583.42,,DOLLARS
4/30/2021,12MO,Riverside,TFC,,1,BENEFICIARIES
4/30/2021,12MO,Riverside,TFC,,1,DAYS
4/30/2021,12MO,Riverside,TFC,,1,DOLLARS
4/30/2021,12MO,Riverside,THERAPEUTIC_BEHAVIORAL_SVCS,49,,BENEFICIARIES
4/30/2021,12MO,Riverside,THERAPEUTIC_BEHAVIORAL_SVCS,340153.65,,MINUTES
4/30/2021,12MO,Riverside,THERAPEUTIC_BEHAVIORAL_SVCS,715137.82,,DOLLARS
4/30/2021,12MO,STATE,ADULT_RESIDENTIAL_TX_SVCS,,1,BENEFICIARIES
4/30/2021,12MO,STATE,ADULT_RESIDENTIAL_TX_SVCS,,1,DAYS
4/30/2021,12MO,STATE,ADULT_RESIDENTIAL_TX_SVCS,,1,DOLLARS
4/30/2021,12MO,STATE,ALL,33715,,BENEFICIARIES
4/30/2021,12MO,STATE,ALL,274027584.4,,DOLLARS
4/30/2021,12MO,STATE,CASE_MANAGEMENT/BROKERAGE,4493,,BENEFICIARIES
4/30/2021,12MO,STATE,CASE_MANAGEMENT/BROKERAGE,1543448.67,,MINUTES
4/30/2021,12MO,STATE,CASE_MANAGEMENT/BROKERAGE,4602857.62,,DOLLARS
4/30/2021,12MO,STATE,CRISIS_INTERVENTION,1149,,BENEFICIARIES
4/30/2021,12MO,STATE,CRISIS_INTERVENTION,295418.97,,MINUTES
4/30/2021,12MO,STATE,CRISIS_INTERVENTION,1449131.69,,DOLLARS
4/30/2021,12MO,STATE,CRISIS_RESIDENTIAL_TX_SVCS,,1,BENEFICIARIES
4/30/2021,12MO,STATE,CRISIS_RESIDENTIAL_TX_SVCS,,1,DAYS
4/30/2021,12MO,STATE,CRISIS_RESIDENTIAL_TX_SVCS,,1,DOLLARS
4/30/2021,12MO,STATE,CRISIS_STABILIZATION,423,,BENEFICIARIES
4/30/2021,12MO,STATE,CRISIS_STABILIZATION,9038.99,,HOURS
4/30/2021,12MO,STATE,CRISIS_STABILIZATION,1135585.29,,DOLLARS
4/30/2021,12MO,STATE,FULL_DAY_REHAB,120,,BENEFICIARIES
4/30/2021,12MO,STATE,FULL_DAY_REHAB,73044,,HOURS
4/30/2021,12MO,STATE,FULL_DAY_REHAB,2225450.16,,DOLLARS
4/30/2021,12MO,STATE,FULL_DAY_TX_INTENSIVE,80,,BENEFICIARIES
4/30/2021,12MO,STATE,FULL_DAY_TX_INTENSIVE,54282,,HOURS
4/30/2021,12MO,STATE,FULL_DAY_TX_INTENSIVE,1805931.88,,DOLLARS
4/30/2021,12MO,STATE,ICC,28671,,BENEFICIARIES
4/30/2021,12MO,STATE,ICC,33101021.58,,MINUTES
4/30/2021,12MO,STATE,ICC,82995307.92,,DOLLARS
4/30/2021,12MO,STATE,IHBS,16706,,BENEFICIARIES
4/30/2021,12MO,STATE,IHBS,27322351.99,,MINUTES
4/30/2021,12MO,STATE,IHBS,87392679.52,,DOLLARS
4/30/2021,12MO,STATE,INPATIENT_ADMIN,,1,BENEFICIARIES
4/30/2021,12MO,STATE,INPATIENT_ADMIN,,1,DAYS
4/30/2021,12MO,STATE,INPATIENT_ADMIN,,1,DOLLARS
4/30/2021,12MO,STATE,MEDICATION_SUPPORT_SVCS,5429,,BENEFICIARIES
4/30/2021,12MO,STATE,MEDICATION_SUPPORT_SVCS,1843852.86,,MINUTES
4/30/2021,12MO,STATE,MEDICATION_SUPPORT_SVCS,11233809.74,,DOLLARS
4/30/2021,12MO,STATE,MENTAL_HEALTH_SVCS,12121,,BENEFICIARIES
4/30/2021,12MO,STATE,MENTAL_HEALTH_SVCS,20172317.02,,MINUTES
4/30/2021,12MO,STATE,MENTAL_HEALTH_SVCS,65550078.27,,DOLLARS
4/30/2021,12MO,STATE,PSYCHIATRIC_HEALTH_FACILITY,57,,BENEFICIARIES
4/30/2021,12MO,STATE,PSYCHIATRIC_HEALTH_FACILITY,3503,,DAYS
4/30/2021,12MO,STATE,PSYCHIATRIC_HEALTH_FACILITY,2632746.41,,DOLLARS
4/30/2021,12MO,STATE,SDMC_HOSPITAL_INPATIENT,19,,BENEFICIARIES
4/30/2021,12MO,STATE,SDMC_HOSPITAL_INPATIENT,77,,DAYS
4/30/2021,12MO,STATE,SDMC_HOSPITAL_INPATIENT,162073.01,,DOLLARS
4/30/2021,12MO,STATE,TFC,58,,BENEFICIARIES
4/30/2021,12MO,STATE,TFC,4676.79,,DAYS
4/30/2021,12MO,STATE,TFC,1167094.95,,DOLLARS
4/30/2021,12MO,STATE,THERAPEUTIC_BEHAVIORAL_SVCS,938,,BENEFICIARIES
4/30/2021,12MO,STATE,THERAPEUTIC_BEHAVIORAL_SVCS,3918189.69,,MINUTES
4/30/2021,12MO,STATE,THERAPEUTIC_BEHAVIORAL_SVCS,11513459.63,,DOLLARS
4/30/2021,12MO,Sacramento,ALL,1766,,BENEFICIARIES
4/30/2021,12MO,Sacramento,ALL,5858329.52,,DOLLARS
4/30/2021,12MO,Sacramento,CASE_MANAGEMENT/BROKERAGE,240,,BENEFICIARIES
4/30/2021,12MO,Sacramento,CASE_MANAGEMENT/BROKERAGE,104131.8,,MINUTES
4/30/2021,12MO,Sacramento,CASE_MANAGEMENT/BROKERAGE,247374.84,,DOLLARS
4/30/2021,12MO,Sacramento,CRISIS_INTERVENTION,23,,BENEFICIARIES
4/30/2021,12MO,Sacramento,CRISIS_INTERVENTION,2463.75,,MINUTES
4/30/2021,12MO,Sacramento,CRISIS_INTERVENTION,12000.78,,DOLLARS
4/30/2021,12MO,Sacramento,ICC,1665,,BENEFICIARIES
4/30/2021,12MO,Sacramento,ICC,1149785.55,,MINUTES
4/30/2021,12MO,Sacramento,ICC,2831663.54,,DOLLARS
4/30/2021,12MO,Sacramento,IHBS,534,,BENEFICIARIES
4/30/2021,12MO,Sacramento,IHBS,321830.4,,MINUTES
4/30/2021,12MO,Sacramento,IHBS,1092396.31,,DOLLARS
4/30/2021,12MO,Sacramento,MEDICATION_SUPPORT_SVCS,144,,BENEFICIARIES
4/30/2021,12MO,Sacramento,MEDICATION_SUPPORT_SVCS,58747.2,,MINUTES
4/30/2021,12MO,Sacramento,MEDICATION_SUPPORT_SVCS,353311.4,,DOLLARS
4/30/2021,12MO,Sacramento,MENTAL_HEALTH_SVCS,313,,BENEFICIARIES
4/30/2021,12MO,Sacramento,MENTAL_HEALTH_SVCS,380458.8,,MINUTES
4/30/2021,12MO,Sacramento,MENTAL_HEALTH_SVCS,1195201.77,,DOLLARS
4/30/2021,12MO,Sacramento,TFC,,1,BENEFICIARIES
4/30/2021,12MO,Sacramento,TFC,,1,DAYS
4/30/2021,12MO,Sacramento,TFC,,1,DOLLARS
4/30/2021,12MO,Sacramento,THERAPEUTIC_BEHAVIORAL_SVCS,24,,BENEFICIARIES
4/30/2021,12MO,Sacramento,THERAPEUTIC_BEHAVIORAL_SVCS,31298.85,,MINUTES
4/30/2021,12MO,Sacramento,THERAPEUTIC_BEHAVIORAL_SVCS,113100.32,,DOLLARS
4/30/2021,12MO,San Benito,ALL,24,,BENEFICIARIES
4/30/2021,12MO,San Benito,ALL,50193.7,,DOLLARS
4/30/2021,12MO,San Benito,ICC,18,,BENEFICIARIES
4/30/2021,12MO,San Benito,ICC,8049.75,,MINUTES
4/30/2021,12MO,San Benito,ICC,25356.7,,DOLLARS
4/30/2021,12MO,San Benito,IHBS,15,,BENEFICIARIES
4/30/2021,12MO,San Benito,IHBS,7305,,MINUTES
4/30/2021,12MO,San Benito,IHBS,24837,,DOLLARS
4/30/2021,12MO,San Bernardino,ALL,3155,,BENEFICIARIES
4/30/2021,12MO,San Bernardino,ALL,16877030.93,,DOLLARS
4/30/2021,12MO,San Bernardino,CASE_MANAGEMENT/BROKERAGE,215,,BENEFICIARIES
4/30/2021,12MO,San Bernardino,CASE_MANAGEMENT/BROKERAGE,60199.38,,MINUTES
4/30/2021,12MO,San Bernardino,CASE_MANAGEMENT/BROKERAGE,124218.74,,DOLLARS
4/30/2021,12MO,San Bernardino,CRISIS_INTERVENTION,79,,BENEFICIARIES
4/30/2021,12MO,San Bernardino,CRISIS_INTERVENTION,9035.37,,MINUTES
4/30/2021,12MO,San Bernardino,CRISIS_INTERVENTION,53778.81,,DOLLARS
4/30/2021,12MO,San Bernardino,CRISIS_STABILIZATION,,1,BENEFICIARIES
4/30/2021,12MO,San Bernardino,CRISIS_STABILIZATION,,1,DOLLARS
4/30/2021,12MO,San Bernardino,CRISIS_STABILIZATION,,1,HOURS
4/30/2021,12MO,San Bernardino,FULL_DAY_TX_INTENSIVE,,1,BENEFICIARIES
4/30/2021,12MO,San Bernardino,FULL_DAY_TX_INTENSIVE,,1,DOLLARS
4/30/2021,12MO,San Bernardino,FULL_DAY_TX_INTENSIVE,,1,HOURS
4/30/2021,12MO,San Bernardino,ICC,2957,,BENEFICIARIES
4/30/2021,12MO,San Bernardino,ICC,2575281.54,,MINUTES
4/30/2021,12MO,San Bernardino,ICC,4717905.14,,DOLLARS
4/30/2021,12MO,San Bernardino,IHBS,1004,,BENEFICIARIES
4/30/2021,12MO,San Bernardino,IHBS,1063434.585,,MINUTES
4/30/2021,12MO,San Bernardino,IHBS,2609510.57,,DOLLARS
4/30/2021,12MO,San Bernardino,MEDICATION_SUPPORT_SVCS,758,,BENEFICIARIES
4/30/2021,12MO,San Bernardino,MEDICATION_SUPPORT_SVCS,206729.4,,MINUTES
4/30/2021,12MO,San Bernardino,MEDICATION_SUPPORT_SVCS,1123794.58,,DOLLARS
4/30/2021,12MO,San Bernardino,MENTAL_HEALTH_SVCS,1379,,BENEFICIARIES
4/30/2021,12MO,San Bernardino,MENTAL_HEALTH_SVCS,2880436.71,,MINUTES
4/30/2021,12MO,San Bernardino,MENTAL_HEALTH_SVCS,7388114.67,,DOLLARS
4/30/2021,12MO,San Bernardino,SDMC_HOSPITAL_INPATIENT,,1,BENEFICIARIES
4/30/2021,12MO,San Bernardino,SDMC_HOSPITAL_INPATIENT,,1,DAYS
4/30/2021,12MO,San Bernardino,SDMC_HOSPITAL_INPATIENT,,1,DOLLARS
4/30/2021,12MO,San Bernardino,TFC,,1,BENEFICIARIES
4/30/2021,12MO,San Bernardino,TFC,,1,DAYS
4/30/2021,12MO,San Bernardino,TFC,,1,DOLLARS
4/30/2021,12MO,San Bernardino,THERAPEUTIC_BEHAVIORAL_SVCS,159,,BENEFICIARIES
4/30/2021,12MO,San Bernardino,THERAPEUTIC_BEHAVIORAL_SVCS,318830.025,,MINUTES
4/30/2021,12MO,San Bernardino,THERAPEUTIC_BEHAVIORAL_SVCS,769504.92,,DOLLARS
4/30/2021,12MO,San Diego,ALL,1319,,BENEFICIARIES
4/30/2021,12MO,San Diego,ALL,8295961.41,,DOLLARS
4/30/2021,12MO,San Diego,CASE_MANAGEMENT/BROKERAGE,203,,BENEFICIARIES
4/30/2021,12MO,San Diego,CASE_MANAGEMENT/BROKERAGE,25116.15,,MINUTES
4/30/2021,12MO,San Diego,CASE_MANAGEMENT/BROKERAGE,59614.67,,DOLLARS
4/30/2021,12MO,San Diego,CRISIS_INTERVENTION,16,,BENEFICIARIES
4/30/2021,12MO,San Diego,CRISIS_INTERVENTION,1543.95,,MINUTES
4/30/2021,12MO,San Diego,CRISIS_INTERVENTION,6920.36,,DOLLARS
4/30/2021,12MO,San Diego,CRISIS_RESIDENTIAL_TX_SVCS,,1,BENEFICIARIES
4/30/2021,12MO,San Diego,CRISIS_RESIDENTIAL_TX_SVCS,,1,DAYS
4/30/2021,12MO,San Diego,CRISIS_RESIDENTIAL_TX_SVCS,,1,DOLLARS
4/30/2021,12MO,San Diego,CRISIS_STABILIZATION,32,,BENEFICIARIES
4/30/2021,12MO,San Diego,CRISIS_STABILIZATION,714.99,,HOURS
4/30/2021,12MO,San Diego,CRISIS_STABILIZATION,181335.56,,DOLLARS
4/30/2021,12MO,San Diego,FULL_DAY_REHAB,91,,BENEFICIARIES
4/30/2021,12MO,San Diego,FULL_DAY_REHAB,56376,,HOURS
4/30/2021,12MO,San Diego,FULL_DAY_REHAB,1862560.02,,DOLLARS
4/30/2021,12MO,San Diego,ICC,1197,,BENEFICIARIES
4/30/2021,12MO,San Diego,ICC,1237869.9,,MINUTES
4/30/2021,12MO,San Diego,ICC,2773650.25,,DOLLARS
4/30/2021,12MO,San Diego,IHBS,489,,BENEFICIARIES
4/30/2021,12MO,San Diego,IHBS,291150.3,,MINUTES
4/30/2021,12MO,San Diego,IHBS,950048.96,,DOLLARS
4/30/2021,12MO,San Diego,INPATIENT_ADMIN,,1,BENEFICIARIES
4/30/2021,12MO,San Diego,INPATIENT_ADMIN,,1,DAYS
4/30/2021,12MO,San Diego,INPATIENT_ADMIN,,1,DOLLARS
4/30/2021,12MO,San Diego,MEDICATION_SUPPORT_SVCS,305,,BENEFICIARIES
4/30/2021,12MO,San Diego,MEDICATION_SUPPORT_SVCS,66455.85,,MINUTES
4/30/2021,12MO,San Diego,MEDICATION_SUPPORT_SVCS,313100.68,,DOLLARS
4/30/2021,12MO,San Diego,MENTAL_HEALTH_SVCS,586,,BENEFICIARIES
4/30/2021,12MO,San Diego,MENTAL_HEALTH_SVCS,551865.3,,MINUTES
4/30/2021,12MO,San Diego,MENTAL_HEALTH_SVCS,1669811.92,,DOLLARS
4/30/2021,12MO,San Diego,SDMC_HOSPITAL_INPATIENT,16,,BENEFICIARIES
4/30/2021,12MO,San Diego,SDMC_HOSPITAL_INPATIENT,64,,DAYS
4/30/2021,12MO,San Diego,SDMC_HOSPITAL_INPATIENT,140754.64,,DOLLARS
4/30/2021,12MO,San Diego,THERAPEUTIC_BEHAVIORAL_SVCS,89,,BENEFICIARIES
4/30/2021,12MO,San Diego,THERAPEUTIC_BEHAVIORAL_SVCS,228226.8,,MINUTES
4/30/2021,12MO,San Diego,THERAPEUTIC_BEHAVIORAL_SVCS,315424.74,,DOLLARS
4/30/2021,12MO,San Francisco,ALL,334,,BENEFICIARIES
4/30/2021,12MO,San Francisco,ALL,4610178.39,,DOLLARS
4/30/2021,12MO,San Francisco,CASE_MANAGEMENT/BROKERAGE,,1,BENEFICIARIES
4/30/2021,12MO,San Francisco,CASE_MANAGEMENT/BROKERAGE,,1,DOLLARS
4/30/2021,12MO,San Francisco,CASE_MANAGEMENT/BROKERAGE,,1,MINUTES
4/30/2021,12MO,San Francisco,ICC,310,,BENEFICIARIES
4/30/2021,12MO,San Francisco,ICC,306942,,MINUTES
4/30/2021,12MO,San Francisco,ICC,1851414.56,,DOLLARS
4/30/2021,12MO,San Francisco,IHBS,260,,BENEFICIARIES
4/30/2021,12MO,San Francisco,IHBS,399712.05,,MINUTES
4/30/2021,12MO,San Francisco,IHBS,2571315.54,,DOLLARS
4/30/2021,12MO,San Francisco,MEDICATION_SUPPORT_SVCS,,1,BENEFICIARIES
4/30/2021,12MO,San Francisco,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
4/30/2021,12MO,San Francisco,MEDICATION_SUPPORT_SVCS,,1,MINUTES
4/30/2021,12MO,San Francisco,MENTAL_HEALTH_SVCS,,1,BENEFICIARIES
4/30/2021,12MO,San Francisco,MENTAL_HEALTH_SVCS,,1,DOLLARS
4/30/2021,12MO,San Francisco,MENTAL_HEALTH_SVCS,,1,MINUTES
4/30/2021,12MO,San Francisco,TFC,,1,BENEFICIARIES
4/30/2021,12MO,San Francisco,TFC,,1,DAYS
4/30/2021,12MO,San Francisco,TFC,,1,DOLLARS
4/30/2021,12MO,San Joaquin,ALL,1222,,BENEFICIARIES
4/30/2021,12MO,San Joaquin,ALL,5729758.86,,DOLLARS
4/30/2021,12MO,San Joaquin,CASE_MANAGEMENT/BROKERAGE,169,,BENEFICIARIES
4/30/2021,12MO,San Joaquin,CASE_MANAGEMENT/BROKERAGE,21786.6,,MINUTES
4/30/2021,12MO,San Joaquin,CASE_MANAGEMENT/BROKERAGE,58825.55,,DOLLARS
4/30/2021,12MO,San Joaquin,CRISIS_INTERVENTION,87,,BENEFICIARIES
4/30/2021,12MO,San Joaquin,CRISIS_INTERVENTION,24491.88,,MINUTES
4/30/2021,12MO,San Joaquin,CRISIS_INTERVENTION,89926.56,,DOLLARS
4/30/2021,12MO,San Joaquin,CRISIS_STABILIZATION,17,,BENEFICIARIES
4/30/2021,12MO,San Joaquin,CRISIS_STABILIZATION,414,,HOURS
4/30/2021,12MO,San Joaquin,CRISIS_STABILIZATION,82800,,DOLLARS
4/30/2021,12MO,San Joaquin,ICC,1172,,BENEFICIARIES
4/30/2021,12MO,San Joaquin,ICC,805896.405,,MINUTES
4/30/2021,12MO,San Joaquin,ICC,2187559.66,,DOLLARS
4/30/2021,12MO,San Joaquin,IHBS,292,,BENEFICIARIES
4/30/2021,12MO,San Joaquin,IHBS,162452.52,,MINUTES
4/30/2021,12MO,San Joaquin,IHBS,699234.22,,DOLLARS
4/30/2021,12MO,San Joaquin,MEDICATION_SUPPORT_SVCS,204,,BENEFICIARIES
4/30/2021,12MO,San Joaquin,MEDICATION_SUPPORT_SVCS,64716.21,,MINUTES
4/30/2021,12MO,San Joaquin,MEDICATION_SUPPORT_SVCS,550769.98,,DOLLARS
4/30/2021,12MO,San Joaquin,MENTAL_HEALTH_SVCS,530,,BENEFICIARIES
4/30/2021,12MO,San Joaquin,MENTAL_HEALTH_SVCS,532986.765,,MINUTES
4/30/2021,12MO,San Joaquin,MENTAL_HEALTH_SVCS,1940530.99,,DOLLARS
4/30/2021,12MO,San Joaquin,TFC,,1,BENEFICIARIES
4/30/2021,12MO,San Joaquin,TFC,,1,DAYS
4/30/2021,12MO,San Joaquin,TFC,,1,DOLLARS
4/30/2021,12MO,San Joaquin,THERAPEUTIC_BEHAVIORAL_SVCS,29,,BENEFICIARIES
4/30/2021,12MO,San Joaquin,THERAPEUTIC_BEHAVIORAL_SVCS,50354.295,,MINUTES
4/30/2021,12MO,San Joaquin,THERAPEUTIC_BEHAVIORAL_SVCS,104554.7,,DOLLARS
4/30/2021,12MO,San Luis Obispo,ALL,372,,BENEFICIARIES
4/30/2021,12MO,San Luis Obispo,ALL,4676790.9,,DOLLARS
4/30/2021,12MO,San Luis Obispo,CASE_MANAGEMENT/BROKERAGE,78,,BENEFICIARIES
4/30/2021,12MO,San Luis Obispo,CASE_MANAGEMENT/BROKERAGE,21147.9,,MINUTES
4/30/2021,12MO,San Luis Obispo,CASE_MANAGEMENT/BROKERAGE,108919.03,,DOLLARS
4/30/2021,12MO,San Luis Obispo,CRISIS_INTERVENTION,,1,BENEFICIARIES
4/30/2021,12MO,San Luis Obispo,CRISIS_INTERVENTION,,1,DOLLARS
4/30/2021,12MO,San Luis Obispo,CRISIS_INTERVENTION,,1,MINUTES
4/30/2021,12MO,San Luis Obispo,CRISIS_STABILIZATION,,1,BENEFICIARIES
4/30/2021,12MO,San Luis Obispo,CRISIS_STABILIZATION,,1,DOLLARS
4/30/2021,12MO,San Luis Obispo,CRISIS_STABILIZATION,,1,HOURS
4/30/2021,12MO,San Luis Obispo,ICC,340,,BENEFICIARIES
4/30/2021,12MO,San Luis Obispo,ICC,391922.55,,MINUTES
4/30/2021,12MO,San Luis Obispo,ICC,1856550.26,,DOLLARS
4/30/2021,12MO,San Luis Obispo,IHBS,225,,BENEFICIARIES
4/30/2021,12MO,San Luis Obispo,IHBS,350214.9,,MINUTES
4/30/2021,12MO,San Luis Obispo,IHBS,1443793.61,,DOLLARS
4/30/2021,12MO,San Luis Obispo,MEDICATION_SUPPORT_SVCS,59,,BENEFICIARIES
